Bibliographic,,,Study methods,,,,,,,,,,Study outcomes,,,,,,,,,Effect size,,Comparator (spatial),,,,Comparator (temporal),,,,,,Reviewer comments,,,,,
Covidence ID,Citation,Data point,Study focus,Outcome measure focus,Source of data,Data type,Primary data collection method,Primary data collection method,Primary data collection method,Secondary data type,Secondary data source,Secondary data source,Outcome category,Analysis,Outcome measure,Taxon,Species,Unit,Additional treatment variables,Demographic groups,Qualitative analysis,Statistical analysis of impacts,Statistical methods,Number of reference sites (MPA),Number of comparator sites (OA),Number of reference sites (TURF),Number of reference sites (MEABR),Study start date,Study end date,Study duration,Number of time intervals,Before / after study,BACI study,,,,,,
#280,Aburto 2014,7,Social-environmental,Social,Mixed,Qualitative,Participant observation,N/A,N/A,Landing data,Historical documents,N/A,Management,Narrative,Compliance,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,0,0,1,0,1985,2010,25,N/A,Yes,No,,,,,,
#280,Aburto 2014,8,Social-environmental,Social,Mixed,Qualitative,Participant observation,N/A,N/A,Landing data,Historical documents,N/A,Management,Narrative,Stakeholder participation,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,0,0,1,0,1985,2010,25,N/A,Yes,No,,,,,,
#92,Aburto 2021,1,Social,Social,Primary,Qualitative,Participatory workshops,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Compliance,N/A,N/A,N/A,N/A,"Leaders of fisher's organisations (2), Fishers (4), commerical committees (3), resident (1)",Dynamic causal technique,No,N/A,0,0,1,0,2020,2020,<1,1,No,No,,,,,,
#92,Aburto 2021,2,Social,Social,Primary,Qualitative,Participatory workshops,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Effectiveness of governance,N/A,N/A,N/A,N/A,"Leaders of fisher's organisations (2), Fishers (4), commerical committees (3), resident (1)",Dynamic causal technique,No,N/A,0,0,1,0,2020,2020,<1,1,No,No,,,,,,
#92,Aburto 2021,3,Social,Social,Primary,Qualitative,Participatory workshops,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Stakeholder participation,N/A,N/A,N/A,N/A,"Leaders of fisher's organisations (2), Fishers (4), commerical committees (3), resident (1)",Dynamic causal technique,No,N/A,0,0,1,0,2020,2020,<1,1,No,No,,,,,,
#92,Aburto 2021,4,Social,Social,Primary,Qualitative,Participatory workshops,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Cultural identity impacts,N/A,N/A,N/A,N/A,"Leaders of fisher's organisations (2), Fishers (4), commerical committees (3), resident (1)",Dynamic causal technique,No,N/A,0,0,1,0,2020,2020,<1,1,No,No,,,,,,
#146,Anbleyth-Evans 2020,1,Social,Social,Primary,Qualitative,Interview,Focus group,Participant observation,N/A,N/A,N/A,User perception,Narrative,Ecological effectiveness,N/A,N/A,N/A,N/A,"Fishers, Seaweed farmer unions, Government institutions, NGO staff, aquaculture workers",Thematic analysis,No,N/A,1,0,0,3,2020,2020,<1,1,No,No,,,,,,
#146,Anbleyth-Evans 2020,2,Social,Social,Primary,Qualitative,Interview,Focus group,Participant observation,N/A,N/A,N/A,User perception,Narrative,Stakeholder participation,N/A,N/A,N/A,N/A,"Fishers, Seaweed farmer unions, Government institutions, NGO staff, aquaculture workers",Thematic analysis,No,N/A,1,0,0,3,2020,2020,<1,1,No,No,,,,,,
#146,Anbleyth-Evans 2020,3,Social,Social,Primary,Qualitative,Interview,Focus group,Participant observation,N/A,N/A,N/A,User perception,Narrative,Compliance,N/A,N/A,N/A,N/A,"Fishers, Seaweed farmer unions, Government institutions, NGO staff, aquaculture workers",Thematic analysis,No,N/A,1,0,0,3,2020,2020,<1,1,No,No,,,,,,
#146,Anbleyth-Evans 2020,4,Social,Social,Primary,Qualitative,Interview,Focus group,Participant observation,N/A,N/A,N/A,User perception,Narrative,Effectiveness of governance,N/A,N/A,N/A,N/A,"Fishers, Seaweed farmer unions, Government institutions, NGO staff, aquaculture workers",Thematic analysis,No,N/A,1,0,0,3,2020,2020,<1,1,No,No,,,,,,
#129,Brain 2020,1,Social,Social,Primary,Quantitative,Interview,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Food / economic security impacts,N/A,N/A,N/A,N/A,"Artisanal fishers, Researchers, State representatives, Tour operators (=86)",N/A,No,N/A,1,0,0,0,2018,2018,<1,1,No,No,Index of qualitative variation (IQV) tests whether social actor type affects perception,,,,,
#129,Brain 2020,2,Social,Social,Primary,Quantitative,Interview,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Ecological effectiveness,N/A,N/A,N/A,N/A,"Artisanal fishers, Researchers, State representatives, Tour operators (=86)",N/A,No,N/A,1,0,0,0,2018,2018,<1,1,No,No,,,,,,
#129,Brain 2020,3,Social,Social,Primary,Quantitative,Interview,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Cultural identity impacts,N/A,N/A,N/A,N/A,"Artisanal fishers, Researchers, State representatives, Tour operators (=86)",N/A,No,N/A,1,0,0,0,2018,2018,<1,1,No,No,,,,,,
#129,Brain 2020,4,Social,Social,Primary,Qualitative,Interview,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Stakeholder participation,N/A,N/A,N/A,N/A,"Artisanal fishers, Researchers, State representatives, Tour operators (=86)",N/A,No,N/A,1,0,0,0,2018,2018,<1,1,No,No,,,,,,
#10,Franco-Melendez 2025,1,Social,Social,Primary,Qualitative,Interview,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Ecological effectiveness,N/A,N/A,N/A,N/A,Fishers (117),MICMAC structural analysis,No,N/A,0,0,21,0,2018,2019,1,1,No,No,,,,,,
#10,Franco-Melendez 2025,2,Social,Social,Primary,Qualitative,Interview,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Food / economic security impacts,N/A,N/A,N/A,N/A,"Fishers (117), Experts (15)",MICMAC structural analysis,No,N/A,0,0,21,0,2018,2019,1,1,No,No,,,,,,
#10,Franco-Melendez 2025,3,Social,Social,Primary,Qualitative,Interview,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Effectiveness of governance,N/A,N/A,N/A,N/A,"Fishers (117), Experts (15)",MICMAC structural analysis,No,N/A,0,0,21,0,2018,2019,1,1,No,No,,,,,,
#10,Franco-Melendez 2025,4,Social,Social,Primary,Qualitative,Interview,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Stakeholder participation,N/A,N/A,N/A,N/A,"Fishers (117), Experts (15)",MICMAC structural analysis,No,N/A,0,0,21,0,2018,2019,1,1,No,No,,,,,,
#10,Franco-Melendez 2025,5,Social,Social,Primary,Qualitative,Interview,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Cultural identity impacts,N/A,N/A,N/A,N/A,Fishers (117),MICMAC structural analysis,No,N/A,0,0,21,0,2018,2019,1,1,No,No,,,,,,
#10,Franco-Melendez 2025,6,Social,Social,Primary,Qualitative,Interview,N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Compliance,N/A,N/A,N/A,N/A,"Fishers (117), Experts (15)",MICMAC structural analysis,No,N/A,0,0,21,0,2018,2019,1,1,No,No,,,,,,
#678,Gallardo-Fernández 2011,1,Social-economic,Social,Primary,Qualitative,Interview,Participant observation,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Narrative,Stakeholder participation,N/A,N/A,N/A,N/A,"Government officials (SUBPESCA) (8), Researchers (4), Fishers' leaders (1), Fishers, Other (4)",N/A,No,N/A,0,0,2,0,2008,2010,2,1,No,No,,,,,,
#678,Gallardo-Fernández 2011,2,Social-economic,Social,Primary,Qualitative,Interview,Participant observation,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Narrative,Effectiveness of governance,N/A,N/A,N/A,N/A,"Government officials (SUBPESCA) (8), Researchers (4), Fishers' leaders (1), Fishers, Other (4)",N/A,No,N/A,0,0,2,0,2008,2010,2,1,No,No,,,,,,
#678,Gallardo-Fernández 2011,3,Social-economic,Social,Primary,Qualitative,Interview,Participant observation,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Narrative,Food / economic security impacts,N/A,N/A,N/A,N/A,"Government officials (SUBPESCA) (8), Researchers (4), Fishers' leaders (1), Fishers, Other (4)",N/A,No,N/A,0,0,2,0,2008,2010,2,1,No,No,,,,,,
#678,Gallardo-Fernández 2011,4,Social-economic,Social,Primary,Qualitative,Interview,Participant observation,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Narrative,Ecological effectiveness,N/A,N/A,N/A,N/A,"Government officials (SUBPESCA) (8), Researchers (4), Fishers' leaders (1), Fishers, Other (4)",N/A,No,N/A,0,0,2,0,2008,2010,2,1,No,No,,,,,,
#678,Gallardo-Fernández 2011,5,Social-economic,Social,Primary,Qualitative,Interview,Participant observation,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,User perception,Narrative,Compliance,N/A,N/A,N/A,N/A,"Government officials (SUBPESCA) (8), Researchers (4), Fishers' leaders (1), Fishers, Other (4)",N/A,No,N/A,0,0,2,0,2008,2010,2,1,No,No,,,,,,
#678,Gallardo-Fernández 2011,6,Social-economic,Economic,Mixed,Quantitative,Participant observation,N/A,N/A,Landing data,Official reports (SERNAPESCA),N/A,Income,Descriptive,Quota,N/A,N/A,kg,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2010,11,10,No,No,,,,,,
#678,Gallardo-Fernández 2011,7,Social-economic,Economic,Mixed,Quantitative,Participant observation,N/A,N/A,Landing data,Official reports (SERNAPESCA),N/A,Income,Descriptive,Extraction ,N/A,N/A,kg,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2010,11,10,No,No,,,,,,
#678,Gallardo-Fernández 2011,8,Social-economic,Economic,Mixed,Quantitative,Participant observation,N/A,N/A,Landing data,Official reports (SERNAPESCA),N/A,Income,Descriptive,Total value,N/A,N/A,pesos,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2010,11,10,No,No,,,,,,
#678,Gallardo-Fernández 2011,9,Social-economic,Economic,Mixed,Quantitative,Participant observation,N/A,N/A,Landing data,Official reports (SERNAPESCA),N/A,Income,Descriptive,Price,N/A,N/A,pesos/kg,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2010,11,10,No,No,,,,,,
#678,Gallardo-Fernández 2011,10,Social-economic,Economic,Mixed,Quantitative,Participant observation,N/A,N/A,Landing data,Official reports (SERNAPESCA),N/A,Income,Descriptive,Total value,N/A,N/A,US$,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2010,11,10,No,No,,,,,,
#678,Gallardo-Fernández 2011,11,Social-economic,Economic,Mixed,Quantitative,Participant observation,N/A,N/A,Landing data,Official reports (SERNAPESCA),N/A,Income,Descriptive,Net income per member,N/A,N/A,pesos/member,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2010,11,10,No,No,,,,,,
#304,Aburto 2013,1,Social-economic,Social,Primary,Qualitative,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Resource use and valuation,N/A,N/A,N/A,N/A,Fishers,N/A,No,N/A,0,0,2,0,2008,2009,1,1,No,No,,,,,,
#304,Aburto 2013,2,Social-economic,Social,Primary,Qualitative,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Effectiveness of governance,N/A,N/A,N/A,N/A,Fishers,N/A,No,N/A,0,0,2,0,2008,2009,1,1,No,No,,,,,,
#304,Aburto 2013,3,Social-economic,Social,Primary,Qualitative,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Stakeholder participation,N/A,N/A,N/A,N/A,Fishers,N/A,No,N/A,0,0,2,0,2008,2009,1,1,No,No,,,,,,
#304,Aburto 2013,4,Social-economic,Social,Primary,Qualitative,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Food / economic security impacts,N/A,N/A,N/A,N/A,Fishers,N/A,No,N/A,0,0,2,0,2008,2009,1,1,No,No,,,,,,
#304,Aburto 2013,5,Social-economic,Social,Primary,Qualitative,Participatory Rural Appraisal (PRA),N/A,N/A,N/A,N/A,N/A,User perception,Narrative,Cultural identity impacts,N/A,N/A,N/A,N/A,Fishers,N/A,No,N/A,0,0,2,0,2008,2009,1,1,No,No,,,,,,
#304,Aburto 2013,6,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Landings,Descriptive,Landings,Giant squid,N/A,tonnes,N/A,N/A,N/A,No,N/A,0,0,2,0,1990,2009,19,19,No,No,,,,,,
#304,Aburto 2013,7,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Landings,Descriptive,Landings,Finfish,N/A,tonnes,N/A,N/A,N/A,No,N/A,0,0,2,0,1990,2009,19,19,No,No,,,,,,
#304,Aburto 2013,8,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Landings,Descriptive,Landings,Seaweed,N/A,tonnes,N/A,N/A,N/A,No,N/A,0,0,2,0,1990,2009,19,19,No,No,,,,,,
#304,Aburto 2013,9,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Landings,Descriptive,Landings,Benthic invertebrates,N/A,tonnes,N/A,N/A,N/A,No,N/A,0,0,2,0,1990,2009,19,19,No,No,,,,,,
#304,Aburto 2013,10,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Landings,Descriptive,Landings,Keyhole limpet,Fissurella spp,tonnes,N/A,N/A,N/A,No,N/A,0,0,2,0,1990,2009,19,19,No,No,,,,,,
#304,Aburto 2013,11,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Landings,Descriptive,Landings,Loco,Concholepas concholepas,tonnes,N/A,N/A,N/A,No,N/A,0,0,2,0,1990,2009,19,19,No,No,,,,,,
#304,Aburto 2013,12,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Landings,Descriptive,Landings,Invertebrates,N/A,tonnes,N/A,N/A,N/A,No,N/A,0,0,2,0,1990,2009,19,19,No,No,,,,,,
#304,Aburto 2013,13,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Landings,Descriptive,Landings,Piure,N/A,tonnes,N/A,N/A,N/A,No,N/A,0,0,2,0,2007,2009,2,3,No,No,,,,,,
#304,Aburto 2013,14,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Landings,Descriptive,Landings,Pelillo,N/A,tonnes,N/A,N/A,N/A,No,N/A,0,0,2,0,2007,2009,2,12,No,No,,,,,,
#304,Aburto 2013,15,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Quota,Loco,Concholepas concholepas,no. of individuals,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2008,9,10,No,No,,,,,,
#304,Aburto 2013,16,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Price,Loco,Concholepas concholepas,US$/unit,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2008,9,10,No,No,,,,,,
#304,Aburto 2013,17,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Total income,Loco,Concholepas concholepas,US$,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2008,9,10,No,No,,,,,,
#304,Aburto 2013,18,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Quota ,Keyhole limpet,Fissurella spp,tonnes,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2008,9,10,No,No,,,,,,
#304,Aburto 2013,19,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Price,Keyhole limpet,Fissurella spp,US$/kg,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2008,9,10,No,No,,,,,,
#304,Aburto 2013,20,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Total income,Keyhole limpet,Fissurella spp,US$,N/A,N/A,N/A,No,N/A,0,0,2,0,1999,2008,9,10,No,No,,,,,,
#304,Aburto 2013,21,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Net income per capita,Loco,Concholepas concholepas,US$,N/A,N/A,N/A,No,N/A,0,2,2,0,2008,2008,<1,1,No,No,,,,,,
#304,Aburto 2013,22,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Net income per capita,Keyhole limpet,Fissurella spp,US$,N/A,N/A,N/A,No,N/A,0,2,2,0,2008,2008,<1,1,No,No,,,,,,
#304,Aburto 2013,23,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Net income per capita,Seaweed,N/A,US$,N/A,N/A,N/A,No,N/A,0,2,2,0,2008,2008,<1,1,No,No,,,,,,
#304,Aburto 2013,24,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Net income per capita,Piure,N/A,US$,N/A,N/A,N/A,No,N/A,0,2,2,0,2008,2008,<1,1,No,No,,,,,,
#304,Aburto 2013,25,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Net income per capita,Pelillo,N/A,US$,N/A,N/A,N/A,No,N/A,0,2,2,0,2008,2008,<1,1,No,No,,,,,,
#304,Aburto 2013,26,Social-economic,Economic,Mixed,Quantitative,Participatory Rural Appraisal (PRA),N/A,N/A,Landing data (SERNAPESCA),Technical reports (SUBPESCA),N/A,Income,Descriptive,Net income per capita,Giant squid,N/A,US$,N/A,N/A,N/A,No,N/A,0,2,2,0,2008,2008,<1,1,No,No,,,,,,
#1,Ruz 2025,1,Environmental,Environmental,Primary,Qualitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Population change,Descriptive,Survival rate (between size classes),Kelp,Lessonia trabeculata,transition Markov probability,Recovery after kelp harvesting,N/A,N/A,No,N/A,0,3,3,0,2019,2023,4,1,No,No,,,,,,
#1,Ruz 2025,2,Environmental,Environmental,Primary,Qualitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Population change,Descriptive,Survival rate,Kelp,Lessonia trabeculata,no. of individuals,Recovery after kelp harvesting,N/A,N/A,No,N/A,0,3,3,0,2019,2023,4,5,No,No,,,,,,
#1,Ruz 2025,3,Environmental,Environmental,Primary,Qualitative,Direct non-extractive sampling,Direct extractive sampling,N/A,N/A,N/A,N/A,Size,Inferential analysis,Holdfast length,Kelp,Lessonia trabeculata,cm,Recovery after kelp harvesting,N/A,N/A,Yes,Anova (type 2),0,3,3,0,2019,2023,4,5,No,No,,,,,,
#1,Ruz 2025,4,Environmental,Environmental,Primary,Qualitative,Direct non-extractive sampling,Direct extractive sampling,N/A,N/A,N/A,N/A,Size,Inferential analysis,Total length,Kelp,Lessonia trabeculata,cm,Recovery after kelp harvesting,N/A,N/A,Yes,Anova (type 2),0,3,3,0,2019,2023,4,5,No,No,,,,,,
#1,Ruz 2025,5,Environmental,Environmental,Primary,Qualitative,Direct non-extractive sampling,Direct extractive sampling,N/A,N/A,N/A,N/A,Biomass,Inferential analysis,Biomass ,Kelp,Lessonia trabeculata,kg,Recovery after kelp harvesting,N/A,N/A,Yes,Anova (type 2),0,3,3,0,2019,2023,4,5,No,No,,,,,,
#1,Ruz 2025,6,Environmental,Environmental,Primary,Qualitative,Direct non-extractive sampling,Direct extractive sampling,N/A,N/A,N/A,N/A,Size,Descriptive,Monthly growth rate (Holdfast diameter),Kelp,Lessonia trabeculata,cm,Recovery after kelp harvesting,N/A,N/A,No,N/A,0,3,3,0,2019,2023,4,1,No,No,,,,,,
#1,Ruz 2025,7,Environmental,Environmental,Primary,Qualitative,Direct non-extractive sampling,Direct extractive sampling,N/A,N/A,N/A,N/A,Size,Descriptive,Monthly growth rate (Total length),Kelp,Lessonia trabeculata,cm,Recovery after kelp harvesting,N/A,N/A,No,N/A,0,3,3,0,2019,2023,4,1,No,No,,,,,,
#1,Ruz 2025,8,Environmental,Environmental,Primary,Qualitative,Direct non-extractive sampling,Direct extractive sampling,N/A,N/A,N/A,N/A,Size,Descriptive,Monthly growth rate (Biomass),Kelp,Lessonia trabeculata,kg,Recovery after kelp harvesting,N/A,N/A,No,N/A,0,3,3,0,2019,2023,4,1,No,No,,,,,,
#3,Gonzalez-Roca 2026,1,Social,Social,Primary,Quantitative,Survey ,N/A,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Compliance,N/A,N/A,N/A,N/A,Fishers (62),N/A,Yes,Multinomial logistic regression,0,6,0,19,2017,2018,<1,1,No,No,Multinomial test to assess whether management strategy impacts attitudes,,,,,
#3,Gonzalez-Roca 2026,2,Social,Social,Primary,Quantitative,Survey,N/A,N/A,N/A,N/A,N/A,User perception,Inferential analysis,Resource use and valuation,N/A,N/A,N/A,N/A,Fishers (62),N/A,Yes,Multinomial logistic regression,0,6,0,19,2017,2018,<1,1,No,No,,,,,,
#493,Gres 2024,1,Environmental,Environmental,Primary,Quantitative,Underwater video cameras (RUVs),Video analysis,N/A,N/A,N/A,N/A,Abundance,Descriptive,Abundance,Reef fish,N/A,MaxN (no. of individuals in frame),N/A,N/A,N/A,No,N/A,1,0,0,0,2018,2021,3,3,No,No,,,,,,
#493,Gres 2024,2,Environmental,Environmental,Primary,Quantitative,Underwater video cameras (RUVs),Video analysis,N/A,N/A,N/A,N/A,Richness,Inferential analysis,Species richness,Reef fish,N/A,no. of species,Depth,N/A,N/A,Yes,"Kruskal-Wallis, Mann-Witney paired",1,0,0,0,2018,2021,3,3,No,No,,,,,,
#493,Gres 2024,3,Environmental,Environmental,Primary,Quantitative,Underwater video cameras (RUVs),Video analysis,N/A,N/A,N/A,N/A,Community composition,Inferential analysis,Assemblage structure,Reef fish,N/A,N/A,"Depth, Habitat",N/A,N/A,Yes,"PERMANOVA (time), Analysis of similarity percentages (SIMPER)",1,0,0,0,2018,2021,3,3,No,No,,,,,,
#493,Gres 2024,4,Environmental,Environmental,Primary,Quantitative,Underwater video cameras (RUVs),Video analysis,N/A,N/A,N/A,N/A,Diversity,Inferential analysis,Diversity,Reef fish,N/A,Shannon Diversity Index,Depth,N/A,N/A,Yes,Kruskal-Wallis,1,0,0,0,2018,2021,3,3,No,No,,,,,,
#493,Gres 2024,5,Environmental,Environmental,Primary,Quantitative,Underwater video cameras (RUVs),Video analysis,N/A,N/A,N/A,N/A,Diversity,Inferential analysis,Diversity,Reef fish,N/A,Simpson's Index,Depth,N/A,N/A,Yes,Kruskal-Wallis,1,0,0,0,2018,2021,3,3,No,No,,,,,,
#493,Gres 2024,6,Environmental,Environmental,Primary,Quantitative,Underwater video cameras (RUVs),Video analysis,N/A,N/A,N/A,N/A,Diversity,Inferential analysis,Evenness,Reef fish,N/A,Pielou's J Index,Depth,N/A,N/A,Yes,"Kruskal-Wallis, Mann-Witney paired",1,0,0,0,2018,2021,3,3,No,No,,,,,,
#223,Perez-Matus 2017,1,Environmental,Environmental,Primary,Quantitative,Direct non-extractive sampling,N/A,N/A,N/A,N/A,N/A,Biomass,Inferential analysis,Biomass,Reef fish,N/A,g/m2,Upwelling,N/A,N/A,Yes,"GLMM, VPC (variance partition coefficient)",0,4,4,0,2013,2014,1,1,No,No,,,,,,
